Election Date,Election Type,Parliament,Province,Riding,Last Name,First Name,Gender,Occupation,Party,Votes,Votes (%),Elected,lat,lon
1995-02-13,B/P,35,Quebec,brome,Paradis,Denis,,lawyer,Liberal,19078,51.02,1,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Bertrand,Jean-François,,communication consultant,Bloc Québécois,15764,42.16,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Lever,Guy,,administrator,Progressive Conservative,1235,3.3,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Maheux,Line,,marketing consultant,Reform Party of Canada,517,1.38,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Vachon,Paul,,retired,New Democratic Party,371,0.99,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Blaquière,Jean,,retired,Christian Heritage Party of Canada,126,0.34,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Boulanger,Yvon V.,,manufacturer,Independent,107,0.29,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Ferland,Eric,,advertising representative,Green Party of Canada,101,0.27,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Champagne,Michel,,biological producer,Natural Law Party of Canada,77,0.21,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,brome,Long,John H.,,businessman,Abolitionist Party of Canada,15,0.04,0,45.189207,-72.5628566
1995-02-13,B/P,35,Quebec,saint-henri,Robillard,Lucienne,F,,Liberal,12675,75.91,1,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Meggs,Anne Michèle,,councillor,Bloc Québécois,2357,14.12,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Gould,Jay,,public relations consultant,Progressive Conservative,545,3.26,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Morency,Gaetan,,businessman,Reform Party of Canada,468,2.8,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Elbourne,Ann,,school teacher,New Democratic Party,296,1.77,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Glass,Gerald,,bookseller,Green Party of Canada,213,1.28,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Blatter,Rick,,productivity consultant,Libertarian Party of Canada,64,0.38,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,August,Arnold,,researcher,Marxist-Leninist Party,47,0.28,0,45.4784602,-73.5846178
1995-02-13,B/P,35,Quebec,saint-henri,Faguy,Allen,,businessman,Natural Law Party of Canada,32,0.19,0,45.4784602,-73.5846178
1996-03-25,B/P,35,Quebec,lac-saint-jean,Tremblay,Stéphan,,bush pilot,Bloc Québécois,20777,76.56,1,48.58333595,-72.0048796541929
1996-03-25,B/P,35,Quebec,lac-saint-jean,Lajoie,Clément,,school transport manager,Liberal,5846,21.54,0,48.58333595,-72.0048796541929
1996-03-25,B/P,35,Quebec,lac-saint-jean,Harris,Philippe,,student,Progressive Conservative,205,0.76,0,48.58333595,-72.0048796541929
1996-03-25,B/P,35,Quebec,lac-saint-jean,Simard,Denis,M,lawyer,Reform Party of Canada,175,0.64,0,48.58333595,-72.0048796541929
1996-03-25,B/P,35,Quebec,lac-saint-jean,Bélanger,Karl,,student,New Democratic Party,136,0.5,0,48.58333595,-72.0048796541929
1996-03-25,B/P,35,Quebec,papineau,Pettigrew,Pierre S.,,cabinet minister,Liberal,15330,59.2,1,45.852553,-75.1414806
1996-03-25,B/P,35,Quebec,papineau,Turp,Daniel,,professor,Bloc Québécois,8787,33.93,0,45.852553,-75.1414806
1996-03-25,B/P,35,Quebec,papineau,Laurent,Raymond,,organizer,New Democratic Party,899,3.47,0,45.852553,-75.1414806
1996-03-25,B/P,35,Quebec,papineau,Roy-Arcelin,Nicole,,nurse,Progressive Conservative,608,2.35,0,45.852553,-75.1414806
1996-03-25,B/P,35,Quebec,papineau,Masse,Martin,,writer journalist,Reform Party of Canada,272,1.05,0,45.852553,-75.1414806
1996-03-25,B/P,35,Quebec,saint-laurent,Dion,Stéphane,,professor,Liberal,21336,79.27,1,45.5032702,-73.7254477
1996-03-25,B/P,35,Quebec,saint-laurent,Sarra-Bournet,Michel,,historian,Bloc Québécois,4000,14.86,0,45.5032702,-73.7254477
1996-03-25,B/P,35,Quebec,saint-laurent,Toubi,G. Garo,,entrepreneur,Progressive Conservative,699,2.6,0,45.5032702,-73.7254477
1996-03-25,B/P,35,Quebec,saint-laurent,Petel,Shaul,,teacher,Reform Party of Canada,441,1.64,0,45.5032702,-73.7254477
1996-03-25,B/P,35,Quebec,saint-laurent,Caron,Carole,,airplane electrician,Independent,229,0.85,0,45.5032702,-73.7254477
1996-03-25,B/P,35,Quebec,saint-laurent,Mayo,Sara,,student,New Democratic Party,212,0.79,0,45.5032702,-73.7254477
1997-06-02,Gen,36,Quebec,abitibi,St-Julien,Guy,,"director, human resources",Liberal,16803,43.75,1,48.7177241,-77.9142732
1997-06-02,Gen,36,Quebec,abitibi,Couture,Jeannot,,businessman,Bloc Québécois,14168,36.89,0,48.7177241,-77.9142732
1997-06-02,Gen,36,Quebec,abitibi,Caouette,Armand,,sales representative,Progressive Conservative,6531,17,0,48.7177241,-77.9142732
1997-06-02,Gen,36,Quebec,abitibi,Paquin,Claudette,F,waitress,New Democratic Party,909,2.37,0,48.7177241,-77.9142732
1997-06-02,Gen,36,Quebec,ahuntsic,Bakopanos,Eleni,F,politician,Liberal,28971,49.25,1,45.55930765,-73.6527016506777
1997-06-02,Gen,36,Quebec,ahuntsic,Charest,Pauline,F,administrator,Bloc Québécois,18689,31.77,0,45.55930765,-73.6527016506777
1997-06-02,Gen,36,Quebec,ahuntsic,Roy-Arcelin,Nicole,F,nurse,Progressive Conservative,9520,16.18,0,45.55930765,-73.6527016506777
1997-06-02,Gen,36,Quebec,ahuntsic,Moran,Stephen,,administrative assistant,New Democratic Party,1051,1.79,0,45.55930765,-73.6527016506777
1997-06-02,Gen,36,Quebec,ahuntsic,Bernard,Carmel,F,retired,Natural Law Party of Canada,589,1,0,45.55930765,-73.6527016506777
1997-06-02,Gen,36,Quebec,anjou,Charbonneau,Yvon,,administration & accounting,Liberal,24189,47.31,1,45.6182795,-73.5961726
1997-06-02,Gen,36,Quebec,anjou,Pomerleau,Roger,,carpenter,Bloc Québécois,16558,32.38,0,45.6182795,-73.5961726
1997-06-02,Gen,36,Quebec,anjou,Corbeil,Jean,,development consultant,Progressive Conservative,9405,18.39,0,45.6182795,-73.5961726
1997-06-02,Gen,36,Quebec,anjou,Lemay Amabili,Elizabeth,F,therapist,New Democratic Party,752,1.47,0,45.6182795,-73.5961726
1997-06-02,Gen,36,Quebec,anjou,Le Seigle,Yves,,technical editor,Marxist-Leninist Party,227,0.44,0,45.6182795,-73.5961726
1997-06-02,Gen,36,Quebec,argenteuil,Dumas,Maurice,,retired teacher,Bloc Québécois,21202,40.87,1,45.6945241,-74.4707874
1997-06-02,Gen,36,Quebec,argenteuil,Hébert,Stéphane,,lawyer,Liberal,17648,34.02,0,45.6945241,-74.4707874
1997-06-02,Gen,36,Quebec,argenteuil,Robert,André,,public servant,Progressive Conservative,11171,21.54,0,45.6945241,-74.4707874
1997-06-02,Gen,36,Quebec,argenteuil,Charles,Didier,,student H.E.C.,New Democratic Party,836,1.61,0,45.6945241,-74.4707874
1997-06-02,Gen,36,Quebec,argenteuil,Nault,Marie-Thérèse,F,self-employed,Natural Law Party of Canada,509,0.98,0,45.6945241,-74.4707874
1997-06-02,Gen,36,Quebec,argenteuil,Filion,Laurent,,general contractor,Christian Heritage Party of Canada,505,0.97,0,45.6945241,-74.4707874
1997-06-02,Gen,36,Quebec,beauce,Drouin,Claude,,political adviser,Liberal,22156,49.1,1,46.4801868,-70.988292
1997-06-02,Gen,36,Quebec,beauce,Dion,Lucie,F,lawyer,Bloc Québécois,12002,26.6,0,46.4801868,-70.988292
1997-06-02,Gen,36,Quebec,beauce,Bernier,Lise,F,insurance broker,Progressive Conservative,9385,20.8,0,46.4801868,-70.988292
1997-06-02,Gen,36,Quebec,beauce,Weemen,Lili,F,clown,Independent,843,1.87,0,46.4801868,-70.988292
1997-06-02,Gen,36,Quebec,beauce,Pinon,Joël,,self-employed,New Democratic Party,735,1.63,0,46.4801868,-70.988292
1997-06-02,Gen,36,Quebec,beauharnois,Turp,Daniel,,professor of law,Bloc Québécois,20449,39.72,1,45.3139778,-73.875834
1997-06-02,Gen,36,Quebec,beauharnois,Julien,Linda,F,lawyer,Liberal,17226,33.46,0,45.3139778,-73.875834
1997-06-02,Gen,36,Quebec,beauharnois,Bellemare,Dominique,,lawyer,Progressive Conservative,13160,25.56,0,45.3139778,-73.875834
1997-06-02,Gen,36,Quebec,beauharnois,Runions,Erin,F,student,New Democratic Party,652,1.27,0,45.3139778,-73.875834
1997-06-02,Gen,36,Quebec,beauport,Guimond,Michel,,lawyer,Bloc Québécois,21994,42.99,1,46.8594456,-71.1932496
1997-06-02,Gen,36,Quebec,beauport,Gosselin,Simone,F,social worker,Liberal,13863,27.1,0,46.8594456,-71.1932496
1997-06-02,Gen,36,Quebec,beauport,Cliche,Michel,,administrator,Progressive Conservative,12748,24.92,0,46.8594456,-71.1932496
1997-06-02,Gen,36,Quebec,beauport,Baribeau,Yves,,security contractor,Reform Party of Canada,1255,2.45,0,46.8594456,-71.1932496
1997-06-02,Gen,36,Quebec,beauport,Greenberg,Jessica,F,student,New Democratic Party,885,1.73,0,46.8594456,-71.1932496
1997-06-02,Gen,36,Quebec,beauport,Bédard,Jean,,laundry employee,Marxist-Leninist Party,419,0.82,0,46.8594456,-71.1932496
1997-06-02,Gen,36,Quebec,bellechasse,Normand,Gilbert,,medical doctor,Liberal,14100,33.47,1,46.6812885,-70.7482234
1997-06-02,Gen,36,Quebec,bellechasse,Langlois,François,,lawyer,Bloc Québécois,14053,33.36,0,46.6812885,-70.7482234
1997-06-02,Gen,36,Quebec,bellechasse,Roy,Denis,,lawyer,Progressive Conservative,12840,30.48,0,46.6812885,-70.7482234
1997-06-02,Gen,36,Quebec,bellechasse,Pouliot,Gaétan,,"assistant, family and social",Reform Party of Canada,611,1.45,0,46.6812885,-70.7482234
1997-06-02,Gen,36,Quebec,bellechasse,Michaud,Branda,F,manager of recycling company,New Democratic Party,520,1.23,0,46.6812885,-70.7482234
1997-06-02,Gen,36,Quebec,berthier,Bellehumeur,Michel,,lawyer,Bloc Québécois,32707,52.65,1,46.0886062,-73.2083041
1997-06-02,Gen,36,Quebec,berthier,Perreault,Lise,F,"retired, teaching",Liberal,15073,24.26,0,46.0886062,-73.2083041
1997-06-02,Gen,36,Quebec,berthier,Naud,Réal,,administrator,Progressive Conservative,13338,21.47,0,46.0886062,-73.2083041
1997-06-02,Gen,36,Quebec,berthier,DE Billy,Jean-Pierre,,"officer, correctional services",New Democratic Party,1009,1.62,0,46.0886062,-73.2083041
1997-06-02,Gen,36,Quebec,bonaventure,Bernier,Yvan,,administrator,Bloc Québécois,15983,41.26,1,48.0444351,-65.4925807
1997-06-02,Gen,36,Quebec,bonaventure,Gagnon,Patrick,,international trade consultant,Liberal,15804,40.8,0,48.0444351,-65.4925807
1997-06-02,Gen,36,Quebec,bonaventure,Quinton,Yves,,project manager,Progressive Conservative,6297,16.26,0,48.0444351,-65.4925807
1997-06-02,Gen,36,Quebec,bonaventure,Drainville,Dennis P.,,university professor,New Democratic Party,649,1.68,0,48.0444351,-65.4925807
1997-06-02,Gen,36,Quebec,bourassa,Coderre,Denis,,"vice-president, public affairs",Liberal,23765,52.21,1,45.5544766,-73.6681515
1997-06-02,Gen,36,Quebec,bourassa,Nunez,Osvaldo,,union advisor,Bloc Québécois,14813,32.55,0,45.5544766,-73.6681515
1997-06-02,Gen,36,Quebec,bourassa,Wildhaber,Eric,,jurist,Progressive Conservative,5937,13.04,0,45.5544766,-73.6681515
1997-06-02,Gen,36,Quebec,bourassa,Baillard,Dominique,F,economist,New Democratic Party,999,2.19,0,45.5544766,-73.6681515
1997-06-02,Gen,36,Quebec,brome,Paradis,Denis,,lawyer,Liberal,19261,42.37,1,45.189207,-72.5628566
1997-06-02,Gen,36,Quebec,brome,Boulard,Claude,,businessman,Progressive Conservative,12770,28.09,0,45.189207,-72.5628566
1997-06-02,Gen,36,Quebec,brome,Lacasse,Noël,,"retired, teaching",Bloc Québécois,12652,27.83,0,45.189207,-72.5628566
1997-06-02,Gen,36,Quebec,brome,Guillemet,Nicole,F,social worker,New Democratic Party,781,1.72,0,45.189207,-72.5628566
1997-06-02,Gen,36,Quebec,brossard,Saada,Jacques,,consultant,Liberal,24676,46.64,1,45.4554829,-73.4678904
1997-06-02,Gen,36,Quebec,brossard,Bélanger,Françoise,F,communications consultant,Bloc Québécois,17342,32.78,0,45.4554829,-73.4678904
1997-06-02,Gen,36,Quebec,brossard,Ngo,Kiet,,education consultant,Progressive Conservative,9982,18.87,0,45.4554829,-73.4678904
1997-06-02,Gen,36,Quebec,brossard,McGavin,Samantha,F,student,New Democratic Party,906,1.71,0,45.4554829,-73.4678904
1997-06-02,Gen,36,Quebec,chambly,Lebel,Ghislain,,notary,Bloc Québécois,26109,49.29,1,45.4473898,-73.2932002
1997-06-02,Gen,36,Quebec,chambly,Bourget-Laramée,Nicole,F,public servant,Liberal,14061,26.55,0,45.4473898,-73.2932002
1997-06-02,Gen,36,Quebec,chambly,Parenteau,Jacques,,mechanical engineer,Progressive Conservative,11802,22.28,0,45.4473898,-73.2932002
1997-06-02,Gen,36,Quebec,chambly,O'Toole,Darren,,student,New Democratic Party,998,1.88,0,45.4473898,-73.2932002
1997-06-02,Gen,36,Quebec,champlain,Lefebvre,Réjean,,businessman,Bloc Québécois,20687,44,1,46.441406,-72.343941
1997-06-02,Gen,36,Quebec,champlain,Lesieur,Pierre,,administrator,Liberal,12915,27.47,0,46.441406,-72.343941
1997-06-02,Gen,36,Quebec,champlain,St-Amant,Yves,,student advisor,Progressive Conservative,12784,27.19,0,46.441406,-72.343941
1997-06-02,Gen,36,Quebec,champlain,Genest,Petra,F,student,New Democratic Party,632,1.34,0,46.441406,-72.343941
1997-06-02,Gen,36,Quebec,charlesbourg,Marceau,Richard,,lawyer,Bloc Québécois,21556,38.45,1,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlesbourg,Portelance,Jacques,,"retired, teaching",Liberal,17628,31.44,0,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlesbourg,Renauld,Dany,,businessman,Progressive Conservative,13811,24.63,0,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlesbourg,Ruel,François,,general maintenance,Reform Party of Canada,1135,2.02,0,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlesbourg,Tremblay,Jocelyn,,university consultant,New Democratic Party,963,1.72,0,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlesbourg,Audy,Michel,,businessman,Natural Law Party of Canada,709,1.26,0,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlesbourg,Moreau,Claude,,day-worker,Marxist-Leninist Party,266,0.47,0,46.8958611,-71.2910300583245
1997-06-02,Gen,36,Quebec,charlevoix,Asselin,Gérard,,foreman,Bloc Québécois,19792,54.18,1,47.6493447,-70.7362215
1997-06-02,Gen,36,Quebec,charlevoix,Maltais,Ghislain,,consultant,Liberal,9838,26.93,0,47.6493447,-70.7362215
1997-06-02,Gen,36,Quebec,charlevoix,Massicotte,Nicole,F,contract labour,Progressive Conservative,6443,17.64,0,47.6493447,-70.7362215
1997-06-02,Gen,36,Quebec,charlevoix,Dumoutier,François,,cook,New Democratic Party,454,1.24,0,47.6493447,-70.7362215
1997-06-02,Gen,36,Quebec,châteauguay,Godin,Maurice,,chief of hydro division,Bloc Québécois,25909,45.47,1,45.3619066,-73.7524319
1997-06-02,Gen,36,Quebec,châteauguay,Pavone,Sergio,,sales representative,Liberal,19167,33.64,0,45.3619066,-73.7524319
1997-06-02,Gen,36,Quebec,châteauguay,Lavoie,George F.,,businessman,Progressive Conservative,11112,19.5,0,45.3619066,-73.7524319
1997-06-02,Gen,36,Quebec,châteauguay,Rogers,Hannah,F,student,New Democratic Party,794,1.39,0,45.3619066,-73.7524319
1997-06-02,Gen,36,Quebec,chicoutimi,Harvey,André,,"consultant, services",Progressive Conservative,18598,43.69,1,48.3370248,-71.1235261355927
1997-06-02,Gen,36,Quebec,chicoutimi,Fillion,Gilbert,,Member of Parliament,Bloc Québécois,18281,42.94,0,48.3370248,-71.1235261355927
1997-06-02,Gen,36,Quebec,chicoutimi,Delisle,Eric,,retired teacher,Liberal,4839,11.37,0,48.3370248,-71.1235261355927
1997-06-02,Gen,36,Quebec,chicoutimi,Buck,Anne-Marie,F,student,New Democratic Party,853,2,0,48.3370248,-71.1235261355927
1997-06-02,Gen,36,Quebec,compton,Price,David,,mayor,Progressive Conservative,18125,44.6,1,45.243228,-71.827927
1997-06-02,Gen,36,Quebec,compton,Bernier,Maurice,,public servant,Bloc Québécois,13367,32.89,0,45.243228,-71.827927
1997-06-02,Gen,36,Quebec,compton,Grenier,Gaétan,,lawyer,Liberal,8119,19.98,0,45.243228,-71.827927
1997-06-02,Gen,36,Quebec,compton,Moore,Christine,F,restaurant owner,New Democratic Party,587,1.44,0,45.243228,-71.827927
1997-06-02,Gen,36,Quebec,compton,Proulx,Lisette,F,administrator,Natural Law Party of Canada,439,1.08,0,45.243228,-71.827927
1997-06-02,Gen,36,Quebec,drummond,Picard,Pauline,F,employment counsellor,Bloc Québécois,18577,42.26,1,45.8650913,-72.4527106
1997-06-02,Gen,36,Quebec,drummond,Boisvert,Lyne,F,chartered accountant,Progressive Conservative,14777,33.61,0,45.8650913,-72.4527106
1997-06-02,Gen,36,Quebec,drummond,Méthot,Christian,,lawyer,Liberal,10165,23.12,0,45.8650913,-72.4527106
1997-06-02,Gen,36,Quebec,drummond,Philoctéte,Alexandra,F,broadcast animator (radio),New Democratic Party,441,1,0,45.8650913,-72.4527106
1997-06-02,Gen,36,Quebec,frontenac,Chrétien,Jean-Guy,,professor of ecology,Bloc Québécois,14433,37.1,1,45.5329932,-73.552479
1997-06-02,Gen,36,Quebec,frontenac,Lecours,Manon,F,minister's assistant,Liberal,13968,35.9,0,45.5329932,-73.552479
1997-06-02,Gen,36,Quebec,frontenac,Dodier,Carole,F,photographer,Progressive Conservative,9885,25.41,0,45.5329932,-73.552479
1997-06-02,Gen,36,Quebec,frontenac,Trépanier,Serge,,administrator,Natural Law Party of Canada,365,0.94,0,45.5329932,-73.552479
1997-06-02,Gen,36,Quebec,frontenac,Mayo,Sara,F,community organizer,New Democratic Party,252,0.65,0,45.5329932,-73.552479
1997-06-02,Gen,36,Quebec,gatineau,Assad,Mark,,administrator,Liberal,25298,46.42,1,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,gatineau,Côté,Richard,,"pipe fitter, mechanic",Progressive Conservative,15786,28.97,0,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,gatineau,Picard,Christian,,research officer (regional),Bloc Québécois,11391,20.9,0,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,gatineau,Bonner,Michelle,F,student,New Democratic Party,982,1.8,0,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,gatineau,Pommet,Jean-Claude,,salesman,Natural Law Party of Canada,448,0.82,0,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,gatineau,Grant,Claude,,lawyer,Christian Heritage Party of Canada,445,0.82,0,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,gatineau,Roy,Françoise,F,word processing,Marxist-Leninist Party,150,0.28,0,45.457241,-75.723267
1997-06-02,Gen,36,Quebec,hochelaga,Ménard,Réal,,Member of Parliament,Bloc Québécois,21938,46.02,1,45.5403861,-73.5415414291866
1997-06-02,Gen,36,Quebec,hochelaga,MALO,Denise,F,fashion consultant,Liberal,16308,34.21,0,45.5403861,-73.5415414291866
1997-06-02,Gen,36,Quebec,hochelaga,Boudreault,Charles,,lawyer,Progressive Conservative,7583,15.91,0,45.5403861,-73.5415414291866
1997-06-02,Gen,36,Quebec,hochelaga,Mirich,Milan,,restaurant owner,New Democratic Party,825,1.73,0,45.5403861,-73.5415414291866
1997-06-02,Gen,36,Quebec,hochelaga,Lauzon,Richard,,sales representative,Natural Law Party of Canada,577,1.21,0,45.5403861,-73.5415414291866
1997-06-02,Gen,36,Quebec,hochelaga,Dandenault,Christine,F,administrative secretary,Marxist-Leninist Party,444,0.93,0,45.5403861,-73.5415414291866
1997-06-02,Gen,36,Quebec,hull,Massé,Marcel,,,Liberal,25835,54.11,1,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Tétreault,Ginette,F,parliamentary assistant,Bloc Québécois,9922,20.78,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Rondeau,Stéphane,,administrator,Progressive Conservative,8461,17.72,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Piening,Peter,,volunteer,New Democratic Party,1317,2.76,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Fortin,Camille,,retired public servant,Reform Party of Canada,935,1.96,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Walker,Gail,F,"clerk, supervisor",Green Party of Canada,586,1.23,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Gray,Ron,,writer,Christian Heritage Party of Canada,275,0.58,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Mayer,Robert,,administrator,Natural Law Party of Canada,266,0.56,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,hull,Soublière,Pierre,,retired teacher,Marxist-Leninist Party,151,0.32,0,45.4371637,-75.7241942
1997-06-02,Gen,36,Quebec,joliette,Laurin,René,,"director general, retired",Bloc Québécois,22605,46.54,1,46.0528409,-73.4617483
1997-06-02,Gen,36,Quebec,joliette,Perrault,Anie,F,lawyer,Progressive Conservative,17417,35.86,0,46.0528409,-73.4617483
1997-06-02,Gen,36,Quebec,joliette,Cloutier Bergeron,Denise,F,,Liberal,7452,15.34,0,46.0528409,-73.4617483
1997-06-02,Gen,36,Quebec,joliette,Roy,Gilles,,dealer,Natural Law Party of Canada,594,1.22,0,46.0528409,-73.4617483
1997-06-02,Gen,36,Quebec,joliette,Trudeau,Jacques,,diver,New Democratic Party,502,1.03,0,46.0528409,-73.4617483
1997-06-02,Gen,36,Quebec,jonquière,Girard-Bujold,Jocelyne,F,assistant and political attaché,Bloc Québécois,16415,48.57,1,48.4135387,-71.2539246
1997-06-02,Gen,36,Quebec,jonquière,Giguère,Daniel,,chief of communications,Progressive Conservative,11808,34.94,0,48.4135387,-71.2539246
1997-06-02,Gen,36,Quebec,jonquière,Guay,Martial,,lawyer,Liberal,4874,14.42,0,48.4135387,-71.2539246
1997-06-02,Gen,36,Quebec,jonquière,Bélanger,Carmel,F,administrative assistant,New Democratic Party,353,1.04,0,48.4135387,-71.2539246
1997-06-02,Gen,36,Quebec,jonquière,Dufour,Normand,,butcher,Natural Law Party of Canada,348,1.03,0,48.4135387,-71.2539246
1997-06-02,Gen,36,Quebec,kamouraska,Crête,Paul,,personnel director,Bloc Québécois,16518,38.27,1,47.4680992,-69.7909498
1997-06-02,Gen,36,Quebec,kamouraska,Dionne,France,F,administrator,Liberal,14119,32.71,0,47.4680992,-69.7909498
1997-06-02,Gen,36,Quebec,kamouraska,Plourde,André,,"retired, teaching",Progressive Conservative,11623,26.93,0,47.4680992,-69.7909498
1997-06-02,Gen,36,Quebec,kamouraska,Pouliot,Armand,,coast guard,Natural Law Party of Canada,480,1.11,0,47.4680992,-69.7909498
1997-06-02,Gen,36,Quebec,kamouraska,Côté,Élaine,F,receptionist,New Democratic Party,420,0.97,0,47.4680992,-69.7909498
1997-06-02,Gen,36,Quebec,lac-saint-jean,Tremblay,Stéphan,,bush pilot,Bloc Québécois,21506,63.53,1,48.58333595,-72.0048796541929
1997-06-02,Gen,36,Quebec,lac-saint-jean,Lajoie,Clément,,school transport manager,Liberal,7109,21,0,48.58333595,-72.0048796541929
1997-06-02,Gen,36,Quebec,lac-saint-jean,Simard,Sabin,,"consultant, trainer",Progressive Conservative,4845,14.31,0,48.58333595,-72.0048796541929
1997-06-02,Gen,36,Quebec,lac-saint-jean,Morval,Jean-François,,student,New Democratic Party,391,1.16,0,48.58333595,-72.0048796541929
1997-06-02,Gen,36,Quebec,lac-saint-louis,Lincoln,Clifford,,politician,Liberal,42613,69.02,1,45.38068955,-73.8328554404011
1997-06-02,Gen,36,Quebec,lac-saint-louis,Di Tomaso,Nick,,consultant,Progressive Conservative,11293,18.29,0,45.38068955,-73.8328554404011
1997-06-02,Gen,36,Quebec,lac-saint-louis,Amyot,Guy,,businessman,Bloc Québécois,4347,7.04,0,45.38068955,-73.8328554404011
1997-06-02,Gen,36,Quebec,lac-saint-louis,Haines,William Bill,,chartered accountant,Reform Party of Canada,1556,2.52,0,45.38068955,-73.8328554404011
1997-06-02,Gen,36,Quebec,lac-saint-louis,Florence,Chris,,student,New Democratic Party,1548,2.51,0,45.38068955,-73.8328554404011
1997-06-02,Gen,36,Quebec,lac-saint-louis,Finkelstein,Ruby,,"businessman, educator",Natural Law Party of Canada,386,0.63,0,45.38068955,-73.8328554404011
1997-06-02,Gen,36,Quebec,lasalle,Martin,Paul,,politician,Liberal,32317,60.87,1,45.4325141,-73.6292667
1997-06-02,Gen,36,Quebec,lasalle,Chalifoux,Jean-Pierre,,production manager,Bloc Québécois,12953,24.4,0,45.4325141,-73.6292667
1997-06-02,Gen,36,Quebec,lasalle,Bélanger,Josée,F,insurance,Progressive Conservative,6445,12.14,0,45.4325141,-73.6292667
1997-06-02,Gen,36,Quebec,lasalle,Bowman,Joe,,editor,New Democratic Party,920,1.73,0,45.4325141,-73.6292667
1997-06-02,Gen,36,Quebec,lasalle,Guest,Russell,,marketing director,Natural Law Party of Canada,453,0.85,0,45.4325141,-73.6292667
1997-06-02,Gen,36,Quebec,laurentides,Guay,Monique,F,administrator,Bloc Québécois,28647,45.73,1,46.6070866,-75.1209782075808
1997-06-02,Gen,36,Quebec,laurentides,Forget,Paul-André,,bank manager,Liberal,19053,30.42,0,46.6070866,-75.1209782075808
1997-06-02,Gen,36,Quebec,laurentides,Vien,Jacques,,bailiff,Progressive Conservative,14096,22.5,0,46.6070866,-75.1209782075808
1997-06-02,Gen,36,Quebec,laurentides,Rovins,David,,,New Democratic Party,844,1.35,0,46.6070866,-75.1209782075808
1997-06-02,Gen,36,Quebec,laurier,Duceppe,Gilles,,politician,Bloc Québécois,26546,54.65,1,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Ly,David,,mechanical engineer,Liberal,11154,22.96,0,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Deschênes,Yanick,,lawyer,Progressive Conservative,5808,11.96,0,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Degardin,François,,self-employed,New Democratic Party,2180,4.49,0,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Gourd,F. Rhino,,politician,Independent,1255,2.58,0,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Perceval-Maxwell,Dylan,,businessman,Green Party of Canada,1167,2.4,0,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Lachapelle,Serge,,unemployed,Marxist-Leninist Party,338,0.7,0,46.7706214,-71.2846317348946
1997-06-02,Gen,36,Quebec,laurier,Ravignat,Mathieu,,instructor,Independent,123,0.25,0,46.7706214,-71.2846317348946
