,Election Date,Province,Riding,lat,lon,Results,Liberal,Conservative,NDP,Green,Bloc,Other
28,1997-06-02,Alberta,LETHBRIDGE,49.694285,-112.85156200000002,[0.1919 0.7362 0.0538 0.     0.     0.0181],0.19190000000000002,0.7362,0.0538,0,0,0.0181
29,1997-06-02,Alberta,MACLEOD,49.7207609,-113.400138123027,[0.1162 0.8362 0.0405 0.     0.     0.0071],0.1162,0.8361999999999999,0.0405,0,0,0.0070999999999999995
30,1997-06-02,Alberta,MEDICINE HAT,50.04303,-110.67901599999999,[0.1748 0.7758 0.0494 0.     0.     0.    ],0.1748,0.7758,0.049400000000000006,0,0,0
31,1997-06-02,Alberta,PEACE RIVER,56.23258855,-117.320671607229,[0.1909 0.7504 0.0587 0.     0.     0.    ],0.1909,0.7504,0.0587,0,0,0
32,1997-06-02,Alberta,RED DEER,52.269838,-113.81835900000002,[0.1143 0.8407 0.0397 0.     0.     0.0054],0.1143,0.8407,0.0397,0,0,0.0054
33,1997-06-02,Alberta,ST. ALBERT,53.633239,-113.628845,[0.2851 0.6575 0.0494 0.     0.     0.008 ],0.2851,0.6575,0.049400000000000006,0,0,0.008
34,1997-06-02,Alberta,WETASKIWIN,52.968492000000005,-113.36792,[0.142  0.7914 0.0484 0.     0.     0.0183],0.142,0.7914,0.0484,0,0,0.0183
35,1997-06-02,Alberta,WILD ROSE,53.470645,-113.38018249999999,[0.1212 0.8278 0.0356 0.0155 0.     0.    ],0.12119999999999999,0.8278,0.0356,0.0155,0,0
36,1997-06-02,Alberta,YELLOWHEAD,53.4968132,-116.6462615,[0.1784 0.7719 0.0497 0.     0.     0.    ],0.1784,0.7718999999999999,0.049699999999999994,0,0,0
37,1997-06-02,British Columbia,BURNABY--DOUGLAS,49.2433804,-122.9725459,[0.2608 0.2994 0.4308 0.     0.     0.0091],0.2608,0.2994,0.43079999999999996,0,0,0.0091
38,1997-06-02,British Columbia,CARIBOO--CHILCOTIN,52.355087299999994,-122.99279059999999,[0.2073 0.6295 0.1407 0.0226 0.     0.    ],0.2073,0.6295,0.1407,0.0226,0,0
39,1997-06-02,British Columbia,DELTA--SOUTH RICHMOND,49.0846258,-123.05793840000001,[0.3711 0.5201 0.0918 0.     0.     0.0171],0.3711,0.5201,0.09179999999999999,0,0,0.0171
40,1997-06-02,British Columbia,DEWDNEY--ALOUETTE,49.164136799999994,-122.19599790000001,[0.251  0.5331 0.1917 0.0147 0.     0.0095],0.251,0.5330999999999999,0.1917,0.0147,0,0.009500000000000001
41,1997-06-02,British Columbia,ESQUIMALT--JUAN DE FUCA,48.429866100000005,-123.4136487,[0.2618 0.4792 0.2217 0.0252 0.     0.0122],0.2618,0.4792,0.2217,0.0252,0,0.0122
42,1997-06-02,British Columbia,FRASER VALLEY,49.57231779999999,-121.87589840000001,[0.2197 0.661  0.0889 0.0065 0.     0.0239],0.21969999999999998,0.661,0.0889,0.006500000000000001,0,0.0239
43,1997-06-02,British Columbia,KAMLOOPS,50.674521999999996,-120.3272675,[0.3183 0.3112 0.3607 0.0098 0.     0.    ],0.31829999999999997,0.3112,0.3607,0.0098,0,0
44,1997-06-02,British Columbia,KELOWNA,49.889326000000004,-119.498291,[0.224  0.668  0.076  0.0319 0.     0.    ],0.22399999999999998,0.6679999999999999,0.076,0.0319,0,0
45,1997-06-02,British Columbia,KOOTENAY--COLUMBIA,49.3655697,-118.7350812,[0.1763 0.66   0.142  0.0217 0.     0.    ],0.17629999999999998,0.66,0.142,0.0217,0,0
46,1997-06-02,British Columbia,LANGLEY--ABBOTSFORD,49.10647185,-122.550131156815,[0.2494 0.6555 0.067  0.0155 0.     0.0127],0.2494,0.6555000000000001,0.067,0.0155,0,0.0127
47,1997-06-02,British Columbia,NANAIMO--ALBERNI,49.163759399999996,-123.93797190000001,[0.2091 0.5504 0.222  0.0129 0.     0.0056],0.2091,0.5504,0.222,0.0129,0,0.005600000000000001
48,1997-06-02,British Columbia,NANAIMO--COWICHAN,49.163759399999996,-123.93797190000001,[0.2113 0.4917 0.2598 0.0184 0.     0.0187],0.2113,0.4917,0.25980000000000003,0.0184,0,0.0187
49,1997-06-02,British Columbia,NEW WESTMINSTER--COQUITLAM--BURNABY,49.205728,-122.91086509999998,[0.2911 0.3838 0.3047 0.015  0.     0.0055],0.29109999999999997,0.38380000000000003,0.30469999999999997,0.015,0,0.0055
50,1997-06-02,British Columbia,NORTH VANCOUVER,49.320713299999994,-123.0737831,[0.3394 0.5381 0.0916 0.0177 0.     0.0132],0.3394,0.5381,0.0916,0.0177,0,0.0132
51,1997-06-02,British Columbia,OKANAGAN--COQUIHALLA,49.9527193,-119.44243859999999,[0.2644 0.5851 0.1175 0.0218 0.     0.0113],0.2644,0.5851000000000001,0.1175,0.0218,0,0.011300000000000001
52,1997-06-02,British Columbia,OKANAGAN--SHUSWAP,49.9527193,-119.44243859999999,[0.2467 0.5986 0.1243 0.     0.     0.0305],0.24670000000000003,0.5986,0.1243,0,0,0.030500000000000003
53,1997-06-02,British Columbia,PORT MOODY--COQUITLAM,49.282224299999996,-122.82934240000002,[0.295  0.4913 0.197  0.0131 0.     0.0036],0.295,0.49129999999999996,0.19699999999999998,0.0131,0,0.0036
54,1997-06-02,British Columbia,PRINCE GEORGE--BULKLEY VALLEY,53.912864500000005,-122.7453699,[0.2192 0.6239 0.122  0.0157 0.     0.0191],0.2192,0.6239,0.122,0.015700000000000002,0,0.0191
55,1997-06-02,British Columbia,PRINCE GEORGE--PEACE RIVER,53.912864500000005,-122.7453699,[0.1708 0.7265 0.0898 0.0129 0.     0.    ],0.17079999999999998,0.7264999999999999,0.0898,0.0129,0,0
56,1997-06-02,British Columbia,RICHMOND,45.6508566,-60.853368700000004,[0.4381 0.4425 0.0956 0.0136 0.     0.0102],0.43810000000000004,0.44249999999999995,0.0956,0.013600000000000001,0,0.0102
57,1997-06-02,British Columbia,SAANICH--GULF ISLANDS,48.4594315,-123.3764946,[0.3148 0.506  0.1433 0.0274 0.     0.0086],0.3148,0.506,0.1433,0.0274,0,0.0086
58,1997-06-02,British Columbia,SKEENA,54.23701020000001,-129.8373263,[0.2025 0.4585 0.3117 0.     0.     0.0273],0.2025,0.4585,0.31170000000000003,0,0,0.0273
59,1997-06-02,British Columbia,SOUTH SURREY--WHITE ROCK--LANGLEY,49.056780100000005,-122.8166585,[0.3014 0.5938 0.0789 0.0165 0.     0.0093],0.3014,0.5938,0.0789,0.0165,0,0.009300000000000001
60,1997-06-02,British Columbia,SURREY CENTRAL,49.189523200000004,-122.84792900000001,[0.2898 0.4326 0.1403 0.0083 0.     0.129 ],0.2898,0.4326,0.14029999999999998,0.0083,0,0.129
61,1997-06-02,British Columbia,SURREY NORTH,49.1913033,-122.8491439,[0.2816 0.4997 0.1906 0.0081 0.     0.0199],0.2816,0.4997,0.1906,0.008100000000000001,0,0.0199
62,1997-06-02,British Columbia,VANCOUVER CENTRE,49.2608724,-123.11395290000002,[0.4076 0.3183 0.2087 0.0301 0.     0.0352],0.40759999999999996,0.31829999999999997,0.2087,0.0301,0,0.0352
63,1997-06-02,British Columbia,VANCOUVER EAST,49.2608724,-123.11395290000002,[0.3706 0.1483 0.4225 0.0345 0.     0.024 ],0.37060000000000004,0.1483,0.4225,0.0345,0,0.024
64,1997-06-02,British Columbia,VANCOUVER ISLAND NORTH,49.59294945,-125.702556961241,[0.2093 0.5099 0.2328 0.0326 0.     0.0155],0.20929999999999999,0.5099,0.2328,0.0326,0,0.0155
65,1997-06-02,British Columbia,VANCOUVER KINGSWAY,49.2325969,-123.0348649,[0.4062 0.2234 0.3054 0.0232 0.     0.0417],0.40619999999999995,0.2234,0.3054,0.0232,0,0.0417
66,1997-06-02,British Columbia,VANCOUVER QUADRA,50.04027,-125.2090378,[0.4214 0.4446 0.1003 0.0258 0.     0.0077],0.4214,0.4446,0.1003,0.0258,0,0.007699999999999999
67,1997-06-02,British Columbia,VANCOUVER SOUTH--BURNABY,49.2608724,-123.11395290000002,[0.4266 0.3567 0.1913 0.0162 0.     0.0092],0.4266,0.35669999999999996,0.1913,0.016200000000000003,0,0.0092
68,1997-06-02,British Columbia,VICTORIA,47.0515128,-67.32950009999999,[0.3476 0.3639 0.2189 0.0538 0.     0.0158],0.34759999999999996,0.3639,0.2189,0.0538,0,0.0158
69,1997-06-02,British Columbia,WEST KOOTENAY--OKANAGAN,49.233444299999995,-115.21603909999999,[0.1747 0.5235 0.2189 0.0606 0.     0.0223],0.1747,0.5235,0.2189,0.060599999999999994,0,0.0223
70,1997-06-02,British Columbia,WEST VANCOUVER--SUNSHINE COAST,49.3311208,-123.1594791,[0.3452 0.4841 0.1194 0.0462 0.     0.0051],0.3452,0.4841,0.11939999999999999,0.0462,0,0.0051
71,1997-06-02,Manitoba,BRANDON--SOURIS,49.8511143,-99.9608924,[0.1773 0.6759 0.1342 0.     0.     0.0128],0.1773,0.6759000000000001,0.13419999999999999,0,0,0.012799999999999999
72,1997-06-02,Manitoba,CHARLESWOOD--ASSINIBOINE,49.8549467,-97.2624098,[0.4297 0.4604 0.1058 0.     0.     0.0042],0.42969999999999997,0.4604,0.1058,0,0,0.0042
73,1997-06-02,Manitoba,CHURCHILL,58.769310100000006,-94.1736843,[0.2933 0.295  0.4117 0.     0.     0.    ],0.2933,0.295,0.4117,0,0,0
74,1997-06-02,Manitoba,DAUPHIN--SWAN RIVER,51.153509,-100.04425,[0.2075 0.5711 0.2122 0.     0.     0.0091],0.2075,0.5710999999999999,0.2122,0,0,0.0091
75,1997-06-02,Manitoba,PORTAGE--LISGAR,49.972421999999995,-98.289185,[0.1461 0.7619 0.072  0.     0.     0.0201],0.1461,0.7619,0.07200000000000001,0,0,0.0201
76,1997-06-02,Manitoba,PROVENCHER,49.89183505,-97.11697066820551,[0.4   0.514 0.086 0.    0.    0.   ],0.4,0.514,0.086,0,0,0
77,1997-06-02,Manitoba,SAINT BONIFACE,49.8585126,-97.0713725,[0.5122 0.3031 0.1801 0.     0.     0.0046],0.5122,0.3031,0.1801,0,0,0.0046
78,1997-06-02,Manitoba,SELKIRK--INTERLAKE,50.146986,-96.880188,[0.2813 0.4313 0.2781 0.     0.     0.0094],0.2813,0.4313,0.2781,0,0,0.009399999999999999
79,1997-06-02,Manitoba,WINNIPEG CENTRE,49.884017,-97.16857900000001,[0.3686 0.2063 0.4089 0.     0.     0.0162],0.3686,0.20629999999999998,0.4089,0,0,0.016200000000000003
80,1997-06-02,Manitoba,WINNIPEG NORTH CENTRE,49.884017,-97.16857900000001,[0.287  0.1994 0.5027 0.     0.     0.0109],0.287,0.19940000000000002,0.5027,0,0,0.0109
81,1997-06-02,Manitoba,WINNIPEG NORTH--ST. PAUL,49.884017,-97.16857900000001,[0.3748 0.3475 0.2629 0.     0.     0.0147],0.37479999999999997,0.3475,0.26289999999999997,0,0,0.0147
82,1997-06-02,Manitoba,WINNIPEG SOUTH,49.884017,-97.16857900000001,[0.4957 0.3706 0.1221 0.     0.     0.0115],0.49570000000000003,0.37060000000000004,0.12210000000000001,0,0,0.011500000000000002
83,1997-06-02,Manitoba,WINNIPEG SOUTH CENTRE,49.884017,-97.16857900000001,[0.5589 0.2645 0.1597 0.     0.     0.0169],0.5589,0.2645,0.1597,0,0,0.016900000000000002
84,1997-06-02,Manitoba,WINNIPEG--TRANSCONA,49.884017,-97.16857900000001,[0.2146 0.262  0.5027 0.     0.     0.0208],0.2146,0.262,0.5027,0,0,0.0208
85,1997-06-02,New Brunswick,ACADIE--BATHURST,46.7125135,-65.3022722,[0.3536 0.2411 0.4053 0.     0.     0.    ],0.35359999999999997,0.24109999999999998,0.4053,0,0,0
86,1997-06-02,New Brunswick,BEAUSÉJOUR--PETITCODIAC,45.8635036,-64.2920813903079,[0.3483 0.2618 0.3899 0.     0.     0.    ],0.3483,0.26180000000000003,0.3899,0,0,0
87,1997-06-02,New Brunswick,CHARLOTTE,45.2274508,-66.93080309999999,[0.257  0.6602 0.0741 0.     0.     0.0087],0.257,0.6602,0.0741,0,0,0.0087
88,1997-06-02,New Brunswick,FREDERICTON,45.966425,-66.645813,[0.3412 0.5193 0.1306 0.     0.     0.0089],0.34119999999999995,0.5193000000000001,0.1306,0,0,0.0089
89,1997-06-02,New Brunswick,FUNDY--ROYAL,45.61749225,-65.0451305363343,[0.2532 0.6445 0.0941 0.     0.     0.0082],0.2532,0.6445000000000001,0.0941,0,0,0.008199999999999999
90,1997-06-02,New Brunswick,MADAWASKA--RESTIGOUCHE,47.4756407,-68.0837916,[0.3698 0.503  0.1041 0.     0.     0.0231],0.36979999999999996,0.503,0.1041,0,0,0.0231
91,1997-06-02,New Brunswick,MIRAMICHI,47.032695000000004,-65.49499499999999,[0.4045 0.4426 0.1529 0.     0.     0.    ],0.4045,0.4426,0.15289999999999998,0,0,0
92,1997-06-02,New Brunswick,MONCTON,46.097995000000004,-64.80011,[0.4457 0.3847 0.1605 0.     0.     0.0091],0.4457,0.38469999999999993,0.1605,0,0,0.0091
93,1997-06-02,New Brunswick,SAINT JOHN,45.278752000000004,-66.058044,[0.1594 0.7295 0.1045 0.     0.     0.0066],0.1594,0.7295,0.1045,0,0,0.0066
94,1997-06-02,New Brunswick,TOBIQUE--MACTAQUAC,46.7806364,-67.6934498,[0.3017 0.6364 0.062  0.     0.     0.    ],0.3017,0.6364,0.062,0,0,0
95,1997-06-02,Newfoundland and Labrador,BONAVISTA--TRINITY--CONCEPTION,48.654176299999996,-53.110338,[0.3525 0.2817 0.337  0.     0.     0.0287],0.3525,0.2817,0.337,0,0,0.0287
